References,ID,Phylum,Class,Order,Family,Genus,Species,Habitat,Temp,Volume,Growth,Lat,Lon
Hulburt (1982),23,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,Asterionellopsis glacialis,Marine,9,4440,1.05,41.9,-70.32
Hulburt (1982),23,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,Asterionellopsis glacialis,Marine,11.5,4440,0.89,41.9,-70.32
Hulburt (1982),23,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,Asterionellopsis glacialis,Marine,14.2,4440,0.33,41.9,-70.32
Hulburt (1982),23,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,Asterionellopsis glacialis,Marine,17,4440,1.28,41.9,-70.32
Hulburt (1982),23,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,Asterionellopsis glacialis,Marine,20.3,4440,0.76,41.9,-70.32
Hulburt (1982),23,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,Asterionellopsis glacialis,Marine,22,4440,0.96,41.9,-70.32
Hulburt (1982),23,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,Asterionellopsis glacialis,Marine,25.7,4440,0.85,41.9,-70.32
Hulburt (1982),23,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,Asterionellopsis glacialis,Marine,27.5,4440,0,41.9,-70.32
Coles and Jones (2000),24,Bacillariophyta,Coscinodiscophyceae,Aulacoseirales,Aulacoseiraceae,Aulacoseira,Aulacoseira granulata,Freshwater,15,352,0.42,,
Coles and Jones (2000),24,Bacillariophyta,Coscinodiscophyceae,Aulacoseirales,Aulacoseiraceae,Aulacoseira,Aulacoseira granulata,Freshwater,20,352,0.72,,
Coles and Jones (2000),24,Bacillariophyta,Coscinodiscophyceae,Aulacoseirales,Aulacoseiraceae,Aulacoseira,Aulacoseira granulata,Freshwater,25,352,0.78,,
Coles and Jones (2000),24,Bacillariophyta,Coscinodiscophyceae,Aulacoseirales,Aulacoseiraceae,Aulacoseira,Aulacoseira granulata,Freshwater,30,352,0.87,,
Baars (1981),25,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,Biddulphia aurita,Marine,-1.5,22300,0.22,51.395,3.556944
Baars (1981),25,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,Biddulphia aurita,Marine,0,19700,0.36,51.395,3.556944
Baars (1981),25,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,Biddulphia aurita,Marine,3,5060,0.57,51.395,3.556944
Baars (1981),25,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,Biddulphia aurita,Marine,6,7060,0.71,51.395,3.556944
Baars (1981),25,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,Biddulphia aurita,Marine,12,7060,0.96,51.395,3.556944
Baars (1981),25,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,Biddulphia aurita,Marine,16,8280,0.58,51.395,3.556944
Baars (1981),25,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,Biddulphia aurita,Marine,20,8280,0.1,51.395,3.556944
Baars (1981),26,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,Biddulphia regia,Marine,6,665000,0.35,51.395,3.556944
Baars (1981),26,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,Biddulphia regia,Marine,12,918000,0.68,51.395,3.556944
Baars (1981),26,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,Biddulphia regia,Marine,20,764000,0.66,51.395,3.556944
Baars (1981),26,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,Biddulphia regia,Marine,26,885000,0.25,51.395,3.556944
Baars (1981),27,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,Biddulphia sinensis,Marine,12,1100000,0.43,51.395,3.556944
Baars (1981),27,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,Biddulphia sinensis,Marine,20,746000,0.62,51.395,3.556944
Baars (1981),27,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,Biddulphia sinensis,Marine,26,1080000,0.48,51.395,3.556944
Baars (1981),27,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,Biddulphia sinensis,Marine,30,803000,0.99,51.395,3.556944
Buitenhuis et al. (2008),28,Haptophyta,Prymnesiophyceae,Coccolithales,Calcidiscaceae,Calcidiscus,Calcidiscus leptoporus strain N482-1,Marine,6,308,0,-23,14
Buitenhuis et al. (2008),28,Haptophyta,Prymnesiophyceae,Coccolithales,Calcidiscaceae,Calcidiscus,Calcidiscus leptoporus strain N482-1,Marine,9,308,0.014,-23,14
Buitenhuis et al. (2008),28,Haptophyta,Prymnesiophyceae,Coccolithales,Calcidiscaceae,Calcidiscus,Calcidiscus leptoporus strain N482-1,Marine,12,308,0.343,-23,14
Buitenhuis et al. (2008),28,Haptophyta,Prymnesiophyceae,Coccolithales,Calcidiscaceae,Calcidiscus,Calcidiscus leptoporus strain N482-1,Marine,15,308,0.388,-23,14
Buitenhuis et al. (2008),28,Haptophyta,Prymnesiophyceae,Coccolithales,Calcidiscaceae,Calcidiscus,Calcidiscus leptoporus strain N482-1,Marine,20,308,0.442,-23,14
Buitenhuis et al. (2008),28,Haptophyta,Prymnesiophyceae,Coccolithales,Calcidiscaceae,Calcidiscus,Calcidiscus leptoporus strain N482-1,Marine,25,308,0,-23,14
Buitenhuis et al. (2008),29,Haptophyta,Prymnesiophyceae,Coccolithales,Calcidiscaceae,Calcidiscus,Calcidiscus leptoporus strain NS10-2,Marine,6,291,0,-34.28,17.18
Buitenhuis et al. (2008),29,Haptophyta,Prymnesiophyceae,Coccolithales,Calcidiscaceae,Calcidiscus,Calcidiscus leptoporus strain NS10-2,Marine,9,291,0.014,-34.28,17.18
Buitenhuis et al. (2008),29,Haptophyta,Prymnesiophyceae,Coccolithales,Calcidiscaceae,Calcidiscus,Calcidiscus leptoporus strain NS10-2,Marine,12,291,0.569,-34.28,17.18
Buitenhuis et al. (2008),29,Haptophyta,Prymnesiophyceae,Coccolithales,Calcidiscaceae,Calcidiscus,Calcidiscus leptoporus strain NS10-2,Marine,15,291,0.317,-34.28,17.18
Buitenhuis et al. (2008),29,Haptophyta,Prymnesiophyceae,Coccolithales,Calcidiscaceae,Calcidiscus,Calcidiscus leptoporus strain NS10-2,Marine,20,291,0.305,-34.28,17.18
Buitenhuis et al. (2008),29,Haptophyta,Prymnesiophyceae,Coccolithales,Calcidiscaceae,Calcidiscus,Calcidiscus leptoporus strain NS10-2,Marine,25,291,0,-34.28,17.18
Baek et al. (2008),30,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium furca,Marine,10,126000,0,35.15,139.35
Baek et al. (2008),30,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium furca,Marine,12,126000,0.05,35.15,139.35
Baek et al. (2008),30,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium furca,Marine,14,126000,0.22,35.15,139.35
Baek et al. (2008),30,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium furca,Marine,16,126000,0.24,35.15,139.35
Baek et al. (2008),30,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium furca,Marine,18,126000,0.44,35.15,139.35
Baek et al. (2008),30,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium furca,Marine,20,126000,0.44,35.15,139.35
Baek et al. (2008),30,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium furca,Marine,22,126000,0.5,35.15,139.35
Baek et al. (2008),30,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium furca,Marine,24,126000,0.58,35.15,139.35
Baek et al. (2008),30,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium furca,Marine,26,126000,0.53,35.15,139.35
Baek et al. (2008),30,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium furca,Marine,28,126000,0.53,35.15,139.35
Baek et al. (2008),30,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium furca,Marine,30,126000,0.28,35.15,139.35
Baek et al. (2008),30,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium furca,Marine,32,126000,0,35.15,139.35
Meeson and Sweeney (1982),31,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium furca,Marine,10,93000,0.07,,
Meeson and Sweeney (1982),31,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium furca,Marine,15,93000,0.15,,
Meeson and Sweeney (1982),31,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium furca,Marine,20,84000,0.26,,
Butterwick et al. (2005),32,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium furcoides,Freshwater,8,151000,0,54.436,-2.968
Butterwick et al. (2005),32,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium furcoides,Freshwater,11,151000,0.04,54.436,-2.968
Butterwick et al. (2005),32,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium furcoides,Freshwater,14,151000,0.09,54.436,-2.968
Butterwick et al. (2005),32,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium furcoides,Freshwater,17,151000,0.16,54.436,-2.968
Butterwick et al. (2005),32,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium furcoides,Freshwater,20,151000,0.2,54.436,-2.968
Butterwick et al. (2005),32,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium furcoides,Freshwater,25,151000,0.19,54.436,-2.968
Butterwick et al. (2005),32,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium furcoides,Freshwater,30,151000,0,54.436,-2.968
Baek et al. (2008),33,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium fusus,Marine,10,178000,0,35.16,139.1758333
Baek et al. (2008),33,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium fusus,Marine,12,178000,0.03,35.16,139.1758333
Baek et al. (2008),33,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium fusus,Marine,14,178000,0.23,35.16,139.1758333
Baek et al. (2008),33,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium fusus,Marine,16,178000,0.19,35.16,139.1758333
Baek et al. (2008),33,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium fusus,Marine,18,178000,0.28,35.16,139.1758333
Baek et al. (2008),33,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium fusus,Marine,20,178000,0.36,35.16,139.1758333
Baek et al. (2008),33,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium fusus,Marine,22,178000,0.37,35.16,139.1758333
Baek et al. (2008),33,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium fusus,Marine,24,178000,0.39,35.16,139.1758333
Baek et al. (2008),33,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium fusus,Marine,26,178000,0.53,35.16,139.1758333
Baek et al. (2008),33,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium fusus,Marine,28,178000,0.47,35.16,139.1758333
Baek et al. (2008),33,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium fusus,Marine,30,178000,0.23,35.16,139.1758333
Baek et al. (2008),33,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium fusus,Marine,32,178000,0,35.16,139.1758333
Thompson et al. (1992),34,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros calcitrans,Marine,10,51.3,0.54,,
Thompson et al. (1992),34,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros calcitrans,Marine,10,51.3,0.66,,
Thompson et al. (1992),34,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros calcitrans,Marine,10,51.3,0.95,,
Thompson et al. (1992),34,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros calcitrans,Marine,15,51.3,1.05,,
Thompson et al. (1992),34,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros calcitrans,Marine,15,51.3,1.88,,
Thompson et al. (1992),34,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros calcitrans,Marine,18,51.3,2,,
Thompson et al. (1992),34,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros calcitrans,Marine,20,51.3,1.53,,
Thompson et al. (1992),34,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros calcitrans,Marine,20,51.3,1.75,,
Thompson et al. (1992),34,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros calcitrans,Marine,20,51.3,1.83,,
Thompson et al. (1992),34,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros calcitrans,Marine,20,51.3,2.06,,
Thompson et al. (1992),34,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros calcitrans,Marine,25,51.3,2.92,,
Thompson et al. (1992),34,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros calcitrans,Marine,25,51.3,3.05,,
Thompson et al. (1992),34,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros calcitrans,Marine,25,51.3,3.1,,
Thompson et al. (1992),34,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros calcitrans,Marine,25,51.3,3.37,,
Reay et al. (1999),35,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros curvisetum,Marine,12,1090,0.48,56.42,3.83
Reay et al. (1999),35,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros curvisetum,Marine,17,1090,0.65,56.42,3.83
Reay et al. (1999),35,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros curvisetum,Marine,22,1090,0.67,56.42,3.83
Baars (1981),36,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros debilis,Marine,6,5060,0.5,51.4,3.56
Baars (1981),36,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros debilis,Marine,12,16200,1.14,51.4,3.56
Baars (1981),36,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros debilis,Marine,20,11900,0.98,51.4,3.56
Baars (1981),37,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros diadema,Marine,-1.5,15300,0.3,51.4,3.56
Baars (1981),37,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros diadema,Marine,0,16200,0.45,51.4,3.56
Baars (1981),37,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros diadema,Marine,6,17300,0.95,51.4,3.56
Thompson et al. (1992),38,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros gracilis,Marine,10,76.9,0.39,,
Thompson et al. (1992),38,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros gracilis,Marine,10,76.9,0.45,,
Thompson et al. (1992),38,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros gracilis,Marine,10,76.9,0.75,,
Thompson et al. (1992),38,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros gracilis,Marine,15,76.9,0.98,,
Thompson et al. (1992),38,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros gracilis,Marine,15,76.9,1.09,,
Thompson et al. (1992),38,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros gracilis,Marine,15,76.9,1.15,,
Thompson et al. (1992),38,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros gracilis,Marine,17,76.9,1.56,,
Thompson et al. (1992),38,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros gracilis,Marine,20,76.9,1.33,,
Thompson et al. (1992),38,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros gracilis,Marine,20,76.9,1.5,,
Thompson et al. (1992),38,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros gracilis,Marine,20,76.9,1.68,,
Thompson et al. (1992),38,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros gracilis,Marine,20,76.9,1.78,,
Thompson et al. (1992),38,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros gracilis,Marine,25,76.9,1.02,,
Thompson et al. (1992),38,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros gracilis,Marine,25,76.9,1.3,,
Thompson et al. (1992),38,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros gracilis,Marine,25,76.9,1.83,,
Thompson et al. (1992),38,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros gracilis,Marine,25,76.9,1.86,,
Suzuki and Takahashi (1995),39,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros pseudocurvisetus,Marine,15,1839,0,35.15,139.35
Suzuki and Takahashi (1995),39,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros pseudocurvisetus,Marine,20,1839,1.14,35.15,139.35
Suzuki and Takahashi (1995),39,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros pseudocurvisetus,Marine,25,1839,1.58,35.15,139.35
Suzuki and Takahashi (1995),39,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros pseudocurvisetus,Marine,30,1839,1,35.15,139.35
Suzuki and Takahashi (1995),39,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros pseudocurvisetus,Marine,35,1839,0,35.15,139.35
Montagnes and Franklin (2001),40,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros simplex,Marine,13,166,0.35,,
Montagnes and Franklin (2001),40,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros simplex,Marine,16,183,0.65,,
Montagnes and Franklin (2001),40,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros simplex,Marine,17,196,0.84,,
Montagnes and Franklin (2001),40,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros simplex,Marine,20,127,0.65,,
Montagnes and Franklin (2001),40,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros simplex,Marine,20,189,1.32,,
Montagnes and Franklin (2001),40,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros simplex,Marine,25,159,0.7,,
Montagnes and Franklin (2001),40,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros simplex,Marine,25,155,1.85,,
Thompson et al. (1992),41,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros simplex,Marine,10,166,0.34,,
Thompson et al. (1992),41,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros simplex,Marine,10,166,0.65,,
Thompson et al. (1992),41,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros simplex,Marine,15,166,0.73,,
Thompson et al. (1992),41,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros simplex,Marine,15,166,0.83,,
Thompson et al. (1992),41,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros simplex,Marine,15,166,1.19,,
Thompson et al. (1992),41,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros simplex,Marine,17,166,1.97,,
Thompson et al. (1992),41,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros simplex,Marine,20,166,1.35,,
Thompson et al. (1992),41,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros simplex,Marine,20,166,1.77,,
Thompson et al. (1992),41,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros simplex,Marine,20,166,1.97,,
Thompson et al. (1992),41,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros simplex,Marine,25,166,2.2,,
Thompson et al. (1992),41,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros simplex,Marine,25,166,2.27,,
Thompson et al. (1992),41,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros simplex,Marine,25,166,2.32,,
Thompson et al. (1992),41,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros simplex,Marine,25,166,2.41,,
Lomas and Glibert (1999),42,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp.,Marine,4,52,0.42,37.6,-76.18
Lomas and Glibert (1999),42,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp.,Marine,10,66,0.54,37.6,-76.18
Lomas and Glibert (1999),42,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp.,Marine,15,66,0.75,37.6,-76.18
Lomas and Glibert (1999),42,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp.,Marine,20,71,1.22,37.6,-76.18
Renaud et al. (2002),43,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. strain CS256,Marine,25,66,0.74,-17.52,146.03
Renaud et al. (2002),43,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. strain CS256,Marine,27,66,0.84,-17.52,146.03
Renaud et al. (2002),43,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. strain CS256,Marine,30,66,0.87,-17.52,146.03
Renaud et al. (2002),43,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. strain CS256,Marine,33,66,0.76,-17.52,146.03
Renaud et al. (2002),43,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. strain CS256,Marine,35,66,0.78,-17.52,146.03
Suzuki and Takahashi (1995),44,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp.,Marine,0,2330,0.51,74.65,-95.2
Suzuki and Takahashi (1995),44,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp.,Marine,2.2,2330,0.44,74.65,-95.2
Suzuki and Takahashi (1995),44,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp.,Marine,5.2,2330,0.58,74.65,-95.2
